label,page,matched_text,snippet,oa_rank,title,doi,relevance_tier,novelty_threat,local_pdf
reported_result,10,entropy loss for multi-class classification is used: Loss = - ∑ C i=1,"et, and the weighting coefficients λ₁ and λ₂ control the trade-off between optimizing classification accuracy and maintaining computational efficiency. Classification Loss: Cross-entropy loss for multi-class classification is used: Loss = - ∑ C i=1 yilog⁡(yi) (21) where C is the number of classes, yi is the ground truth label, and yi is the predicted probability. The objective function guides the AO–HHO optimization to mini",47,Hybrid Aquila optimizer–Harris Hawks optimization for CNN hyperparameter tuning in brain tumor classification,10.1038/s41598-026-43329-7,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\047_2026_Hybrid_Aquila_optimizerHarris_Hawks_optimization_for_CNN_hyperparameter_tuning_in_brain_tumor_classification.pdf
limitations_future_work,3,limitations,"Algorithms (GA), Particle Swarm Optimization (PSO), and Whale Optimization Algorithm (WOA), are likely to face serious problems with the convergence speed, cross-run stability, and computational complexity in high-dimensional search spaces [11]-[13]. One of the most restrictive fields of these limitations is medical image analysis, such as brain tumours classification as this task can demand a reliable time-efficient model optimization in order to be used in practice in a clinical environment. The articles on CNN-based tumour diagnosis of the brain published recently indicate that, even though th",47,Hybrid Aquila optimizer–Harris Hawks optimization for CNN hyperparameter tuning in brain tumor classification,10.1038/s41598-026-43329-7,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\047_2026_Hybrid_Aquila_optimizerHarris_Hawks_optimization_for_CNN_hyperparameter_tuning_in_brain_tumor_classification.pdf
limitations_future_work,9,can be improved,can be improved. The training as well as testing data were preprocessed using the same set of activities in order to make the experiment fair and repeatable.  Image Resizing: Image images were resized to ensure the size of all the data set were similar i.e. all the image images were resized to 64x64 pixels.  N,47,Hybrid Aquila optimizer–Harris Hawks optimization for CNN hyperparameter tuning in brain tumor classification,10.1038/s41598-026-43329-7,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\047_2026_Hybrid_Aquila_optimizerHarris_Hawks_optimization_for_CNN_hyperparameter_tuning_in_brain_tumor_classification.pdf
limitations_future_work,16,limitations,"nd the ablation study demonstrates that AO and HHO are compatible partners. AO-HHO strategy balances both global exploration and local exploitation; therefore, it prevents premature convergence, and it also provides rapid and consistent optimization. Nonetheless, the suggested approach has some limitations: (i) the hybrid optimization involves additional computational costs associated with training since CNNs are repeatedly evaluated on the same dataset, which may complicate its application to other types of images and clinical conditions; (ii) the size of the population and the choice of iteration",47,Hybrid Aquila optimizer–Harris Hawks optimization for CNN hyperparameter tuning in brain tumor classification,10.1038/s41598-026-43329-7,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\047_2026_Hybrid_Aquila_optimizerHarris_Hawks_optimization_for_CNN_hyperparameter_tuning_in_brain_tumor_classification.pdf
limitations_future_work,16,drawbacks,"same dataset, which may complicate its application to other types of images and clinical conditions; (ii) the size of the population and the choice of iteration parameters influence the performance, thus, it will have to be optimized to apply to different data and clinical contexts. Despite such drawbacks, the suggested approach remains rather effective in realtime diagnostic applications and complex multi-class medical images categorization in case of appropriate computer settings. VI. CONCLUSION To categorize brain tumors in MRI images, this paper presents a CNN hyperparameter optimization model",47,Hybrid Aquila optimizer–Harris Hawks optimization for CNN hyperparameter tuning in brain tumor classification,10.1038/s41598-026-43329-7,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\047_2026_Hybrid_Aquila_optimizerHarris_Hawks_optimization_for_CNN_hyperparameter_tuning_in_brain_tumor_classification.pdf
optimizer:HHO,7,HHO,"2) S . We achieve the maximization of the above objective function the Harris-Hawks optimization algorithm. Thus, IM is transformed into an objective function optimization problem. 3.5 Harris’ Hawks Optimization Harris’ Hawks Optimisation (HHO) (Heidari, Mirjalili, Faris, Aljarah, Mafarja and Chen, 2019) algorithm is a novel gradient-free, population-based meta-heuristic approach applicable to a variety of optimization tasks subjected to a proper formulation of the objective fun",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:HHO,7,HHO,"Mafarja and Chen, 2019) algorithm is a novel gradient-free, population-based meta-heuristic approach applicable to a variety of optimization tasks subjected to a proper formulation of the objective function. The Harris’ Hawk Optimisation (HHO) is inspired by the explorative nature of the prey, as well as different attacking strategies like the surprise pounce of Harris’ hawks. This optimization technique can be divided into two phases: the explorative phase and the exploitative",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:PSO,5,Particle Swarm Optimization,"mes faster as compared to the greedy algorithm. Gong, Yan, Shen, Ma and Cai (2016) introduced a Local Inﬂuence Estimator (LIE) function, which evaluates a set S’s inﬂuence on its neighbours within a two-hop area. They introduced a Discrete Particle Swarm Optimization (DPSO) framework to maximize the LIE ﬁtness function. We delineate the LIE function in Section 3.4. Cui, Hu, Yu, Yan, Ming, Wen and Lu (2018) proposed the Degree-Descending Search Evolution (DDSE) algorithm for IM. It utilises the EDV func",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:PSO,13,Particle Swarm Optimization,"ity measure that considers the neighborhood measures, the quality, as well as the quantity of the neighboring nodes simultaneously. • Discrete Particle Swarm Optimisation (DPSO) (Gong et al., 2016): DPSO involves the use of the discretized Particle Swarm Optimization (PSO) (Kennedy and Eberhart, 1995) for IM with a local search strategy and degree-based heuristic initialization. • Discrete Bat Algorithm (DBA) (Tang et al., 2018): DBA meta-heuristic approach is used for Inﬂuence Maximization using a pro",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:GWO,5,Gray Wolf optimization,"V function to overcome the inefﬁciencies shown by the greedy algorithm. They underscored the reduced computational cost of DDSE as compared to greedy approaches in their experimental results. Zareie, Sheikhahmadi and Jalili (2020) used the Gray Wolf optimization algorithm for IM, along with a new ﬁtness function inspired by the concept of entropy. The Discrete Bat Optimization algorithm for IM was introduced by Tang, Zhang, Yao, Zhao, Wang, Li and Yuan (2018). Ma et al. (2016) pointed out that the",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:Bat,13,Bat Algorithm,"warm Optimisation (DPSO) (Gong et al., 2016): DPSO involves the use of the discretized Particle Swarm Optimization (PSO) (Kennedy and Eberhart, 1995) for IM with a local search strategy and degree-based heuristic initialization. • Discrete Bat Algorithm (DBA) (Tang et al., 2018): DBA meta-heuristic approach is used for Inﬂuence Maximization using a probabilistic local search strategy and random walk strategy. • Efﬁcient Discrete Differential Evolution (E-DDE) (Li, Zhang and Liu, 2022): E-",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:Bat,23,bat algorithm,"istical Mechanics and its Applications 512, 1085–1103. doi:10.1016/j.physa.2018.08.045. Tang, J., Zhang, R., Yao, Y., Zhao, Z., Wang, P., Li, H., Yuan, J., 2018. Maximizing the spread of inﬂuence via the collective intelligence of discrete bat algorithm. Knowledge-Based Systems 160. doi:10.1016/j.knosys.2018. 06.013. Tang, Y., Shi, Y., Xiao, X., 2015. Inﬂuence maximization in near-linear time: A martingale approach, in: Proceedings of the 2015 ACM SIGMOD International Conference on Manage",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:Simulated Annealing,2,simulated annealing,"Song, Cong, Wang, Si and Xie (2011) proposed the Expected Diffusion Value (EDV) approach, which was used to approximate the spread of inﬂuence in the Independent Cascade model, calculated using Monte Carlo simulations. They further used a simulated annealing-based approach to optimize EDV, which was found to give substantially better results with millions of iterations. Their experiments showed that the EDV algorithm is more accurate and 100 to 1000 times faster than the greedy algorithm. Li,",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:Simulated Annealing,2,Simulated Annealing,"sults with millions of iterations. Their experiments showed that the EDV algorithm is more accurate and 100 to 1000 times faster than the greedy algorithm. Li, Wang, Zhang, Zhou, Chu and Wu (2017) further proposed an alternative method for Simulated Annealing and two heuristic algorithms. They showed that their simulated annealing algorithm led to signiﬁcantly faster convergence, making their approach more applicable to larger networks. Some recent approaches for IM have also incorporated Commu",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:Differential Evolution,13,Differential Evolution,"ree-based heuristic initialization. • Discrete Bat Algorithm (DBA) (Tang et al., 2018): DBA meta-heuristic approach is used for Inﬂuence Maximization using a probabilistic local search strategy and random walk strategy. • Efﬁcient Discrete Differential Evolution (E-DDE) (Li, Zhang and Liu, 2022): E-DDE was used for Inﬂuence Maximization with community structures and population-based initialization. 5.3 Performance Metrics • Final Infected Scale (FIS): FIS is the ratio of the infected nodes after t",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:Differential Evolution,23,differential evolution,"ks based on simulated annealing. Neurocomputing 260, 69–78. URL: https://www.sciencedirect.com/ science/article/pii/S0925231217304848, doi:https://doi.org/10.1016/j.neucom.2017.03.003. Li, H., Zhang, R., Liu, X., 2022. An efﬁcient discrete differential evolution algorithm based on community structure for inﬂuence maximization. Applied Intelligence 52, 1–19. doi:10.1007/s10489-021-03021-x. Li, X., Cheng, X., Su, S., Sun, C., 2018. Community-based seeds selection algorithm for location aware inﬂuenc",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
metric:Entropy,5,entropy,"computational cost of DDSE as compared to greedy approaches in their experimental results. Zareie, Sheikhahmadi and Jalili (2020) used the Gray Wolf optimization algorithm for IM, along with a new ﬁtness function inspired by the concept of entropy. The Discrete Bat Optimization algorithm for IM was introduced by Tang, Zhang, Yao, Zhao, Wang, Li and Yuan (2018). Ma et al. (2016) pointed out that the LIE ﬁtness function ignores interactions between neighbours in the same-hop surroundi",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
metric:Correlation,19,correlation,"ng DHHO as the control algorithm. Hence, we use adjusted P-values (APVs) for evaluation in order to perform a comparative study between the control method and benchmark methods on a statistical ground. Adjusted P-value provides the correct correlation between these 19",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
metric:Execution time,2,execution time,"ergence and achieve further improved results. • We employ community structures for narrowing down the search space for our DHHO algorithm to ﬁnd optimal candidate nodes, thus increasing the efﬁciency of our approach as well as reducing the execution time. Community clusters aid in information propagation within the community and reduce the time complexity signiﬁcantly. We detect community structures in social networks using the Louvain Algorithm and assign a seed node budget to each signiﬁ",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
fitness_objective,1,MAXIMIZATION,"INFLUENCE MAXIMIZATION IN SOCIAL NETWORKS USING DISCRETIZED HARRIS’ HAWKS OPTIMIZATION ALGORITHM AND NEIGHBOR SCOUT STRATEGY Inder Khatri∗ Biometric Research Laboratory Delhi Technological University New Delhi, India inderkhatri999@gmail.com Arjun Choudhry∗ Biometric Research Laboratory Delhi Technological University New Delhi, India choudhry.arjun@gmail.com Aryaman Rao",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
fitness_objective,1,Maximization,"eering Delhi Technological University New Delhi, India tyagiaryan82@gmail.com Dinesh Kumar Vishwakarma Biometric Research Laboratory Delhi Technological University New Delhi, India dinesh@dtu.ac.in Mukesh Prasad School of Computer Science University of Technology Sydney Ultimo, Australia mukesh.prasad@uts.edu.au November 18, 2022 ABSTRACT Inﬂuence Maximization (IM) is the task of determining k optimal inﬂuential nodes in a social network to maximize the inﬂuence spread using a propagation model. IM is a prominent problem for viral marketing, and helps signiﬁcantly in social media advertising. However, developing effective algorithms with minimal time complexity for real-world social netwo...",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
fitness_objective,1,maximize,"wakarma Biometric Research Laboratory Delhi Technological University New Delhi, India dinesh@dtu.ac.in Mukesh Prasad School of Computer Science University of Technology Sydney Ultimo, Australia mukesh.prasad@uts.edu.au November 18, 2022 ABSTRACT Inﬂuence Maximization (IM) is the task of determining k optimal inﬂuential nodes in a social network to maximize the inﬂuence spread using a propagation model. IM is a prominent problem for viral marketing, and helps signiﬁcantly in social media advertising. However, developing effective algorithms with minimal time complexity for real-world social networks still remains a challenge. While traditional heuristic approaches have been applied for IM,...",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
fitness_objective,1,Maximization,"ation approach, and these candidate nodes aid in accelerating the convergence process for the entire populace. We evaluate the efﬁcacy of our proposed DHHO approach on six social networks using the Independent Cascade model for information diffusion. We observe that DHHO is comparable or better than competing meta-heuristic approaches for Inﬂuence Maximization across ﬁve metrics, and performs noticeably better than competing heuristic approaches. Keywords Inﬂuence Maximization · Harris’ Hawks Optimization Algorithm · Social Networks · Meta-heuristics · Complex Networks · Community Structure 1 Introduction Over the years, Social Networks (SNs) have gained immense popularity in our modern-d...",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
fitness_objective,1,Maximization,"ate the efﬁcacy of our proposed DHHO approach on six social networks using the Independent Cascade model for information diffusion. We observe that DHHO is comparable or better than competing meta-heuristic approaches for Inﬂuence Maximization across ﬁve metrics, and performs noticeably better than competing heuristic approaches. Keywords Inﬂuence Maximization · Harris’ Hawks Optimization Algorithm · Social Networks · Meta-heuristics · Complex Networks · Community Structure 1 Introduction Over the years, Social Networks (SNs) have gained immense popularity in our modern-day society. Large Social Networks like Twitter, Facebook, and Instagram, which have billions of users and connections, ...",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
fitness_objective,2,minimize,"an NP-hard problem. They further introduced a hill-climbing strategy-based greedy approach to identify optimal initial spreader nodes for maximum information spread. Their approach was evaluated for hundreds of Monte-Carlo simulations for every node, making it computationally expensive. This seriously restricts its usability in larger networks. To minimize the computational cost and space complexity, the optimality of IM had to be compromised. Later, certain approaches were proposed to meet the required purpose of less complexity and great accuracy. Leskovec, Krause, Guestrin, Faloutsos, VanBriesen and Glance (2007c) presented Cost-Efﬁcient Lazy Forward (CELF), an enhanced greedy approach...",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
fitness_objective,2,maximization,"r product through ‘word-of-mouth’ to produce the largest cascade spread possible and inﬂuence a wide demographic of people on social networks. This approach is commonly known as viral marketing. Therefore, choosing the optimal initial users so that the information is propagated as widely in the network as possible is the core objective of inﬂuence maximization as a task. Inﬂuence Maximization (IM) can be formally deﬁned as the task of identifying the optimal set of nodes in a network that, when activated, can maximize the spread of information over the entire social network. Domingos and Richardson (2001) were the ﬁrst group of researchers who studied IM. They introduced a novel solution ...",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
fitness_objective,2,Maximization,"to produce the largest cascade spread possible and inﬂuence a wide demographic of people on social networks. This approach is commonly known as viral marketing. Therefore, choosing the optimal initial users so that the information is propagated as widely in the network as possible is the core objective of inﬂuence maximization as a task. Inﬂuence Maximization (IM) can be formally deﬁned as the task of identifying the optimal set of nodes in a network that, when activated, can maximize the spread of information over the entire social network. Domingos and Richardson (2001) were the ﬁrst group of researchers who studied IM. They introduced a novel solution by modeling the network as a Marko...",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
reported_result,19,correlation between these 19,alues (APVs) for evaluation in order to perform a comparative study between the control method and benchmark methods on a statistical ground. Adjusted P-value provides the correct correlation between these 19,48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
limitations_future_work,3,drawback,"blem. Thus, Kempe et al. (2003) proposed a hill-climbing search strategy-based greedy algorithm on the sub-modular function to ﬁnd an optimal solution within a factor of 1 −1/(e −ϵ). Here, e represents the natural logarithm, while ϵ is the error obtained due to the Monte Carlo simulation. One major drawback of greedy algorithms is that they need to choose the best k seed nodes in the network iteratively. They select a single seed node at a time, and then the remaining nodes in the network need to be traversed. Thus, tens of thousands of Monte-Carlo simulations are required to accurately assess the spr",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
limitations_future_work,4,drawbacks,"ntly lesser time complexity by introducing improved sampling mechanisms. Tang, Shi and Xiao (2015) later introduced IMM, a novel approach derived from the Martingale estimation. IMM generates similar optimal solutions as TIM+ and TIM while having signiﬁcantly higher efﬁciency, thus mitigating their drawbacks. Nguyen, Thai and Dinh (2016) recently introduced SSA and D-SSA, two RIS-based algorithmic approaches, with 1200 times the computational efﬁciency of IMM. They further adhere to the same 1 −1/(e −ϵ) approximation guarantee. While the IMM algorithm has nearly linear time complexity, its practical sa",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
limitations_future_work,4,drawbacks,"ee as that of TIM+, it can easily be applied to extremely large networks with billions of nodes and edges. Some other sketch-based RIS frameworks that were proposed are BKRIS (Wang, Zhang, Zhang, Lin and Chen, 2017) and RSRS (Kim, Hyeon, Oh, Han and Yu, 2017). They were introduced to ameliorate the drawbacks of SKIM and TIM+. While RIS-based approaches typically exhibit lesser computational costs as compared to greedy approaches, they sometimes return sub-optimal results on increasing the number of seeds. 2.3 Heuristics Methods Recent works on IM have introduced a variety of heuristic approaches involv",48,Influence Maximization in Social Networks using Discretized Harris Hawks Optimization Algorithm and Neighbour Scout Strategy,10.48550/arxiv.2211.09683,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\048_2022_Influence_Maximization_in_Social_Networks_using_Discretized_Harris_Hawks_Optimization_Algorithm_and_Neighbour_Scout_Strategy.pdf
optimizer:HHO,1,Harris Hawks Optimization,"Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm EHAB S. ALI Electrical and Electronic Department, College of Engineering and Computer Science, Jazan University, Jizan, KINGDOM OF SAUDI ARABIA Abstract: - Recently, reducing power loss in distribution systems has becom",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
optimizer:HHO,3,Harris hawks optimization,"ure are illustrated in Figure 1. Fig. 1: The actions of Harris’s hawks HHA is a search technique based on a population approach, consisting of three main steps, which are outlined as seen in Figure 2. Fig. 2: Various stages of Harris hawks optimization 3.1 Exploration Stage At this stage, the algorithm is designed to mathematically wait, search, and locate the target. The site of the Harris hawks at iteration iter+1 is represented as listed in mathematical terms:      ",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
optimizer:PSO,1,particle swarm optimization,"turing issue, reduce power dissipation, and increase the reliability of the grid. In [11], an improved genetic was developed to manage the restructuring issue, focusing on overall voltage variation and real power dissipation. Modified particle swarm optimization was discussed in [12] and [13] for grid restructuring to strengthen voltage characteristics and reduce dissipation. The runner root approach was developed in [14] to tackle the network restructuring problem, aiming to minimize re",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
optimizer:GWO,2,grey wolf optimization,"n in the cost function. The cuckoo search was presented in [19] for restructuring to diminish real losses and evolve the voltage characteristic. In [20], the issue was drafted as an optimization process and clarified by adopting grey wolf optimization approach. However, these approaches may fail to guarantee an optimal solution and can become trapped in a local low point. In this work, HHA is introduced to address the restructuring issue in RDS. The target is to reduce the gross lo",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
